beta,problem,run,IGD,IGDX
1.0,MMF5,10,0.003125239108201456,0.07415419089294667
1.0,MMF5,9,0.0027630946730318575,0.07137376568880041
1.0,MMF5,13,0.0030830676398805375,0.07303486528271035
1.0,MMF5,11,0.0027118804104691225,0.07452419766377054
1.0,MMF5,14,0.0028152888026467798,0.07547324354162671
1.0,MMF5,12,0.0028912000418352575,0.06958603407298077
1.0,MMF5,15,0.0028926660844055016,0.06940062362509167
1.0,MMF5,16,0.0027336299244189737,0.07638878978438575
1.0,MMF5,17,0.0029796381314856576,0.07369055072772292
1.0,MMF5,18,0.002776380838132499,0.0759036380083457
1.0,MMF5,19,0.002859791493624302,0.07587379191977993
1.0,MMF5,20,0.0029541268791526865,0.06884748484705179
1.0,MMF5,21,0.003238061987758801,0.0757722853683233
1.0,MMF5,22,0.002552301085874044,0.06906740135113412
1.0,MMF5,23,0.003318023748817048,0.08163885960192314
1.0,MMF5,24,0.0025924106316208683,0.06910952031709222
1.0,MMF5,25,0.003264529245368606,0.07057772305350964
1.0,MMF5,28,0.0028385040549726865,0.07108633153548041
1.0,MMF5,27,0.00328883498279568,0.07310369581885744
1.0,MMF5,26,0.0031954262134631342,0.07799849870832014
1.0,MMF5,29,0.002626032443575897,0.07605158195971881
2.0,MMF1,2,0.002992805295206024,0.03904074408464603
2.0,MMF1,0,0.003287355324966418,0.04172166860033723
2.0,MMF1,1,0.003266650582073236,0.041190702377145075
2.0,MMF1,3,0.003196067864788331,0.038998911243881655
2.0,MMF1,4,0.003707273822868171,0.03989148234286869
2.0,MMF1,5,0.002862914039291135,0.03885091258795704
2.0,MMF1,6,0.0027470533142854477,0.037160412948709476
2.0,MMF1,7,0.002943720172307116,0.03731179628150896
2.0,MMF1,8,0.0030011173858589756,0.03939934891219649
2.0,MMF1,10,0.003512488600794205,0.03781176942983426
2.0,MMF1,9,0.0031949057480651455,0.04088816631683991
2.0,MMF1,12,0.003046152122637858,0.040374985973521606
2.0,MMF1,11,0.003204339502694995,0.03911739318644958
2.0,MMF1,13,0.003351168755833887,0.03906213509479844
2.0,MMF1,14,0.0032452728000667364,0.03835501604707331
2.0,MMF1,15,0.003542898072098064,0.04065322676659038
2.0,MMF1,16,0.0033998228774358343,0.038976797433455
2.0,MMF1,17,0.0033892685216223625,0.04093951178794642
2.0,MMF1,18,0.0036116263133104684,0.045456805477850123
2.0,MMF1,19,0.003600861484071786,0.041557551574361036
2.0,MMF1,20,0.00303977106586501,0.03607182760615193
2.0,MMF1,21,0.00326136952688082,0.03977316562504758
2.0,MMF1,22,0.0030940020075172904,0.038715249516026715
2.0,MMF1,23,0.0032721240006464395,0.0368810856852101
2.0,MMF1,24,0.003557186418326528,0.04024643126758727
2.0,MMF1,25,0.0030247635347474323,0.03825518513576429
2.0,MMF1,26,0.0030142025401218085,0.03737602056485776
2.0,MMF1,27,0.002827981206736019,0.03677801320480076
2.0,MMF2,0,0.003047597247196828,0.008493396460884992
2.0,MMF1,28,0.0029649782320338228,0.039303766607965904
2.0,MMF1,29,0.003016338218234932,0.04096595547482486
2.0,MMF2,1,0.0031215464427694277,0.007226112717229615
