,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
Macau_p11,3.5856e+00(3.3e+00),4.0529e+01(9.7e+00) +,2.5745e+00(1.1e+00) =,2.9717e+00(2.5e+00) =,7.0186e+00(5.5e+00) +,1.7112e+01(5.0e+00) +,3.1934e+00(4.5e+00) =,*1.9056e+00(8.8e-01) -
Macau_p22,*1.6093e+01(1.7e+01),5.4885e+01(1.2e+01) +,3.2225e+01(1.4e+01) +,2.9461e+01(1.6e+01) +,2.9614e+01(1.6e+01) +,2.2647e+01(1.4e+01) =,3.0744e+01(1.4e+01) +,2.8643e+01(1.8e+01) =
Macau_p33,4.6976e+00(4.4e+00),3.9482e+01(9.2e+00) +,7.7710e+00(5.5e+00) =,6.4471e+00(5.1e+00) =,1.0608e+01(7.2e+00) +,*3.0033e+00(1.9e+00) =,7.5929e+00(4.8e+00) =,8.4496e+00(5.6e+00) +
