statistic,pvalue,n_problems,metric
16.555555555555557,0.0204981177142007,3,HV
15.888888888888886,0.026151102024016756,3,IGD_ref
17.222222222222214,0.016018099066466295,3,IGDX_ref
16.555555555555557,0.0204981177142007,3,n_modes
15.666666666666657,0.028342469595304207,3,placement_diversity
15.777777777777771,0.027225998041966164,3,mean_access
14.666666666666657,0.040517704643921564,3,max_access
