,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
Guangzhou_p11,*4.7606e-02(8.2e-02),3.3200e-01(1.3e-01) +,1.0613e-01(1.8e-01) =,6.4362e-02(1.4e-01) =,8.2390e-02(1.3e-01) =,9.4490e-02(4.5e-02) +,1.1893e-01(2.2e-01) =,1.2158e-01(2.1e-01) =
Guangzhou_p22,*2.2768e-03(5.0e-03),2.2042e-01(9.2e-02) +,4.6713e-02(1.6e-01) +,1.3805e-02(6.9e-02) =,4.8457e-02(1.6e-01) +,2.5671e-02(8.5e-03) +,1.1308e-02(3.6e-02) =,4.7737e-02(1.7e-01) =
Guangzhou_p33,*4.9967e-02(8.9e-02),2.4104e-01(9.2e-02) +,1.9281e-01(2.8e-01) +,9.3960e-02(1.8e-01) =,1.7650e-01(2.6e-01) +,7.3440e-02(1.6e-02) +,1.2056e-01(2.2e-01) =,1.5052e-01(2.5e-01) =
