,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
SanFrancisco_p11,3.1063e-01(8.4e-02),3.4995e-01(9.0e-02) =,3.5441e-01(1.2e-01) =,3.3622e-01(1.4e-01) =,3.6429e-01(1.0e-01) =,*2.3560e-01(7.2e-02) -,3.7454e-01(1.3e-01) =,3.7907e-01(1.8e-01) =
SanFrancisco_p22,*1.6437e-01(2.3e-02),2.5478e-01(3.4e-02) +,2.7086e-01(2.4e-01) =,2.3427e-01(1.9e-01) =,2.4820e-01(2.1e-01) +,1.9220e-01(1.5e-02) +,2.2559e-01(1.8e-01) =,2.7366e-01(2.4e-01) =
SanFrancisco_p33,3.4844e-01(1.5e-01),4.0706e-01(1.5e-01) =,4.7553e-01(1.4e-01) +,4.1340e-01(1.4e-01) =,4.6514e-01(1.4e-01) =,*2.2844e-01(1.4e-01) -,4.1402e-01(1.7e-01) =,4.3404e-01(1.6e-01) =
