,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
Shenzhen_p11,1.4200e+01(2.4e+00),2.4000e+00(6.1e-01) +,1.2967e+01(2.2e+00) =,1.4800e+01(3.5e+00) =,8.1000e+00(1.3e+00) +,4.0667e+00(4.0e+00) +,1.4367e+01(2.9e+00) =,*1.5000e+01(2.4e+00) =
Shenzhen_p22,2.0000e+00(0.0e+00),1.7667e+00(5.6e-01) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =,*2.3000e+00(1.6e+00) =,1.9667e+00(1.8e-01) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =
Shenzhen_p33,*1.4767e+01(2.2e+00),2.2000e+00(7.9e-01) +,1.2433e+01(3.4e+00) =,1.3600e+01(4.0e+00) =,8.1000e+00(1.1e+00) +,5.9667e+00(1.9e+00) +,1.4700e+01(3.6e+00) =,1.3467e+01(3.6e+00) =
