,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
SanFrancisco_p11,*4.4395e+00(6.0e+00),4.5651e+01(6.8e+00) +,8.0881e+00(7.0e+00) =,7.9705e+00(6.9e+00) =,9.6018e+00(5.4e+00) +,4.9607e+00(2.3e+00) =,7.5291e+00(7.0e+00) =,1.1124e+01(9.0e+00) =
SanFrancisco_p22,*2.8599e+00(4.7e+00),4.3126e+01(1.3e+01) +,4.5534e+00(7.0e+00) =,4.3557e+00(6.4e+00) =,6.3639e+00(7.1e+00) =,7.4762e+00(2.6e+00) +,5.0264e+00(6.7e+00) =,4.8388e+00(7.6e+00) =
SanFrancisco_p33,5.5269e+00(3.0e+00),3.8035e+01(1.1e+01) +,6.1991e+00(2.4e+00) =,6.1493e+00(2.1e+00) =,7.4772e+00(1.8e+00) =,*4.9561e+00(2.4e+00) =,6.6626e+00(2.5e+00) =,6.2554e+00(2.2e+00) =
