,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,OmniOptimizer
SanFrancisco_p11,1.3333e+01(2.3e+00),2.1000e+00(7.5e-01) +,1.2433e+01(3.6e+00) =,*1.5733e+01(2.9e+00) -,8.0000e+00(1.9e+00) +,3.8333e+00(2.9e+00) +,1.3933e+01(2.7e+00) =
SanFrancisco_p22,1.2900e+01(1.9e+00),2.0000e+00(1.0e+00) +,1.2667e+01(2.0e+00) =,1.3567e+01(2.8e+00) =,7.3000e+00(1.3e+00) +,6.3333e+00(2.1e+00) +,*1.4567e+01(2.0e+00) -
SanFrancisco_p33,*1.2667e+01(3.7e+00),1.9333e+00(8.5e-01) +,7.4333e+00(3.8e+00) +,1.0567e+01(5.0e+00) =,6.1333e+00(2.5e+00) +,4.8000e+00(2.5e+00) +,9.3333e+00(5.5e+00) =
