statistic,pvalue,n_problems,metric
15.142857142857139,0.019174239114014707,3,HV
13.142857142857139,0.04082263011696537,3,IGD_ref
15.57142857142857,0.016248813882763943,3,IGDX_ref
16.857142857142847,0.009822855950864157,3,n_modes
9.285714285714278,0.15813580171458338,3,placement_diversity
13.42857142857143,0.03671312782336861,3,mean_access
10.857142857142847,0.09289322920329102,3,max_access
