,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
HongKong_p11,*2.8348e+00(1.6e+00),4.9800e+01(8.2e+00) +,4.0126e+00(3.0e+00) =,3.0776e+00(2.1e+00) =,6.1794e+00(1.0e+00) +,7.1714e+00(2.0e+00) +,3.6413e+00(2.9e+00) =,3.3874e+00(2.7e+00) =
HongKong_p22,8.6627e-01(1.7e+00),5.5396e+01(1.7e+01) +,8.8301e-01(1.3e+00) =,5.2504e-01(1.4e+00) =,4.1647e+00(8.4e-01) +,4.5950e+00(5.6e+00) +,4.0786e-01(1.3e+00) =,*2.7566e-01(7.8e-01) =
HongKong_p33,1.0149e+01(5.0e+00),5.1144e+01(1.1e+01) +,1.0390e+01(5.9e+00) =,1.1252e+01(5.8e+00) =,1.5531e+01(3.8e+00) +,1.9452e+01(4.4e+00) +,9.7013e+00(5.9e+00) =,*9.2946e+00(5.6e+00) =
