,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
Macau_p11,7.3458e+02(1.9e+01),7.8858e+02(3.2e+01) +,7.3416e+02(1.2e+01) =,7.4403e+02(2.2e+01) =,7.4719e+02(1.8e+01) =,*7.3199e+02(2.3e+01) =,7.4889e+02(1.6e+01) =,7.4033e+02(1.7e+01) =
Macau_p22,7.2350e+02(4.7e+01),7.5447e+02(3.1e+01) =,6.9444e+02(4.6e+01) =,7.1059e+02(5.6e+01) =,7.0485e+02(5.4e+01) =,*6.8304e+02(1.6e+01) -,7.0651e+02(5.1e+01) =,7.1001e+02(5.4e+01) =
Macau_p33,6.9168e+02(1.7e+01),7.5272e+02(3.7e+01) +,7.0360e+02(2.4e+01) =,7.0263e+02(2.4e+01) =,7.0636e+02(2.3e+01) =,*6.8419e+02(5.3e+00) =,7.1195e+02(2.9e+01) +,7.1146e+02(2.8e+01) +
