,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,OmniOptimizer
Shenzhen_p11,3.6841e+02(6.1e+00),3.8994e+02(7.2e+00) +,3.6865e+02(7.0e+00) =,3.6850e+02(5.7e+00) =,*3.6480e+02(2.7e+00) =,3.6553e+02(2.4e+00) =,3.6867e+02(6.3e+00) =
Shenzhen_p22,3.2408e+02(2.7e-02),3.5214e+02(9.3e+00) +,3.2407e+02(4.6e-02) =,*3.2405e+02(4.4e-02) -,3.2503e+02(5.0e+00) +,3.2417e+02(4.4e-01) =,3.2405e+02(4.9e-02) -
Shenzhen_p33,3.4820e+02(2.1e+00),3.6835e+02(8.1e+00) +,3.4788e+02(1.8e+00) =,3.4929e+02(1.9e+00) =,3.4618e+02(1.5e+00) -,*3.4588e+02(3.2e+00) -,3.4830e+02(2.7e+00) =
