statistic,pvalue,n_problems,metric
10.333333333333329,0.1704574993235358,3,HV
10.888888888888886,0.14353960315423892,3,IGD_ref
11.1111111111111,0.13384530544946535,3,IGDX_ref
17.876494023904385,0.012539838096438155,3,n_modes
12.222222222222214,0.09348375058963318,3,placement_diversity
14.1111111111111,0.04924005819979476,3,mean_access
15.333333333333329,0.03195618767808722,3,max_access
