statistic,pvalue,n_problems,metric
18.714285714285694,0.0021724092069401756,8,IGD
22.785714285714278,0.0003709367889283674,8,IGDplus
24.928571428571416,0.00014382880852682576,8,HV
33.928571428571416,2.4602477517069026e-06,8,IGDX
34.071428571428555,2.3042999622552006e-06,8,PSP
33.0,3.7634324905274188e-06,8,mode_coverage
7.043010752688168,0.21746114775827077,8,n_modes
12.214285714285694,0.031966664861677256,8,spacing
