,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,OmniOptimizer
MMF10,3.1803e-02(2.2e-03),6.2360e-02(1.5e-02) +,4.6831e-02(5.4e-03) +,4.4862e-02(6.1e-03) +,*3.0116e-02(2.9e-03) -,3.5928e-02(2.5e-03) +,3.2748e-02(1.6e-03) =
MMF11,*2.4306e-02(1.3e-03),6.8815e-02(2.3e-02) +,5.6483e-02(8.6e-03) +,6.6331e-02(6.2e-02) +,4.4016e-02(8.4e-02) +,4.0934e-02(1.9e-03) +,3.6124e-02(2.4e-03) +
MMF12,3.0995e-02(2.3e-03),5.8054e-02(1.5e-02) +,4.4758e-02(5.5e-03) +,4.5301e-02(4.3e-03) +,*2.7744e-02(2.0e-03) -,3.3782e-02(2.2e-03) +,3.3150e-02(2.1e-03) +
