,vs,win,tie,loss
0,CPDEA,3,0,0
1,DN_NSGAII,0,3,0
2,HREA,0,3,0
3,MMEA_WI,2,1,0
4,MO_Ring_PSO_SCD,2,1,0
5,NSGAII,0,3,0
6,OmniOptimizer,0,3,0
