,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
SanFrancisco_p11,1.9856e-01(8.3e-02),2.9118e-01(9.7e-02) +,2.7849e-01(1.5e-01) =,2.7632e-01(1.7e-01) =,2.7212e-01(1.3e-01) +,*1.1659e-01(6.8e-02) -,3.0354e-01(1.7e-01) +,3.3142e-01(2.2e-01) =
SanFrancisco_p22,*1.0473e-01(3.5e-02),2.1937e-01(3.6e-02) +,2.2216e-01(2.8e-01) =,1.8220e-01(2.2e-01) =,1.9610e-01(2.4e-01) +,1.3224e-01(1.3e-02) +,1.7594e-01(2.1e-01) =,2.2896e-01(2.8e-01) =
SanFrancisco_p33,3.2111e-01(1.7e-01),4.0253e-01(1.6e-01) =,4.7121e-01(1.6e-01) +,4.0210e-01(1.7e-01) =,4.4567e-01(1.5e-01) =,*2.0623e-01(1.6e-01) =,3.9683e-01(1.9e-01) =,4.2493e-01(1.9e-01) =
