,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
SanFrancisco_p11,*4.8498e+00(6.2e+00),4.5814e+01(6.8e+00) +,8.6749e+00(7.3e+00) =,8.4484e+00(7.2e+00) =,1.0881e+01(5.4e+00) +,5.4250e+00(2.3e+00) =,8.3185e+00(7.5e+00) =,1.1844e+01(9.3e+00) =
SanFrancisco_p22,*2.9173e+00(4.9e+00),4.3963e+01(1.4e+01) +,4.6624e+00(7.1e+00) =,4.4398e+00(6.4e+00) =,6.4472e+00(7.0e+00) =,7.8239e+00(2.8e+00) +,5.1892e+00(6.8e+00) =,4.8753e+00(7.6e+00) =
SanFrancisco_p33,*5.1387e+00(2.8e+00),3.8057e+01(1.1e+01) +,7.1418e+00(2.7e+00) =,6.3955e+00(2.3e+00) =,7.3582e+00(2.4e+00) =,5.5167e+00(2.6e+00) =,6.8382e+00(2.4e+00) =,6.8667e+00(2.8e+00) =
