,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,OmniOptimizer
HongKong_p11,2.9160e+02(2.0e+00),3.1033e+02(4.8e+00) +,2.9357e+02(2.4e+00) =,2.9109e+02(2.2e+00) =,*2.8909e+02(2.7e+00) -,2.9845e+02(3.9e+00) +,2.9161e+02(2.9e+00) =
HongKong_p22,2.7700e+02(1.1e+00),3.0045e+02(8.9e+00) +,2.7787e+02(1.2e+00) =,2.7862e+02(1.4e+00) +,*2.7683e+02(6.5e-01) =,2.7789e+02(1.5e+00) =,2.7842e+02(8.7e-01) +
HongKong_p33,2.9331e+02(4.3e+00),3.1499e+02(5.2e+00) +,2.9371e+02(4.2e+00) =,2.9375e+02(3.4e+00) =,2.9234e+02(1.5e+00) =,*2.9103e+02(2.9e+00) =,2.9506e+02(4.3e+00) =
