arm,IGDX,IGD,PSP,HV
WF_arch,0.03726043823292525,0.0028660983724609554,44.249602873891796,0.774530211268359
InSort8_arch,0.03803185960663931,0.003207412267546571,45.43838390221755,0.7736684913861018
NoS_arch,0.04137800042697643,0.0028368717226167858,41.75277686073952,0.7745923583308186
WF_pop,0.03756971065801271,0.0025143748357491663,45.923744279279916,0.774794456800852
InSort8_pop,0.2423007657169352,0.058479243481391975,5.099180607292975,0.6869951634473004
NoS_pop,0.04324822762601497,0.002509427637309641,42.33102277641604,0.7748058582680536
