,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,OmniOptimizer
MMF10,2.5613e-01(1.1e-02),2.0323e-01(1.0e-02) +,2.3797e-01(7.6e-03) +,3.0130e-01(2.4e-02) -,*3.5110e-01(1.6e-02) -,2.5513e-01(9.7e-03) =,2.5397e-01(1.4e-02) =
MMF11,1.2801e+02(1.2e+01),*1.4700e+02(7.6e+00) -,9.7571e+01(4.1e+01) +,5.3470e+01(4.4e+01) +,1.3788e+02(1.4e+01) -,1.4062e+02(2.1e+01) =,8.0698e+01(3.5e+01) +
MMF12,3.1069e-01(1.2e-02),2.3988e-01(1.3e-02) +,3.0179e-01(8.5e-03) +,*3.6640e-01(1.4e-02) -,3.3556e-01(1.3e-02) -,3.1573e-01(9.0e-03) =,3.1581e-01(9.7e-03) =
