,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,OmniOptimizer
MMF10,9.9942e-01(2.6e-03),9.9733e-01(5.7e-03) =,*1.0000e+00(0.0e+00) =,1.0000e+00(0.0e+00) =,9.9995e-01(2.0e-04) =,1.0000e+00(0.0e+00) =,1.0000e+00(0.0e+00) =
MMF11,9.3698e-01(2.8e-02),*9.8548e-01(1.1e-02) -,8.9893e-01(5.3e-02) +,8.0638e-01(9.2e-02) +,9.2935e-01(1.6e-02) =,9.6427e-01(3.3e-02) =,8.5697e-01(5.9e-02) +
MMF12,9.9988e-01(6.3e-04),9.9760e-01(5.6e-03) =,*1.0000e+00(0.0e+00) =,1.0000e+00(0.0e+00) =,9.9922e-01(2.0e-03) =,1.0000e+00(0.0e+00) =,1.0000e+00(0.0e+00) =
