,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,OmniOptimizer
SanFrancisco_p11,7.7798e+02(2.0e+01),8.3959e+02(3.4e+01) +,7.8339e+02(2.2e+01) =,7.8699e+02(1.8e+01) =,7.7274e+02(2.1e+01) =,*7.7074e+02(2.1e+01) =,7.9780e+02(2.4e+01) +
SanFrancisco_p22,*7.6091e+02(1.3e+01),8.2519e+02(2.5e+01) +,7.7160e+02(2.3e+01) =,7.6919e+02(1.4e+01) =,7.6440e+02(1.7e+01) =,7.7064e+02(2.2e+01) =,7.7109e+02(2.2e+01) =
SanFrancisco_p33,7.4267e+02(1.8e+01),7.9767e+02(2.5e+01) +,7.4133e+02(1.6e+01) =,7.3942e+02(1.4e+01) =,*7.3535e+02(9.0e+00) =,7.4183e+02(8.4e+00) =,7.4168e+02(1.3e+01) =
