,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,OmniOptimizer
MMF10,1.0435e+00(1.6e-04),1.0413e+00(6.1e-04) +,1.0423e+00(1.7e-04) +,1.0430e+00(2.0e-04) +,*1.0443e+00(2.8e-05) -,1.0434e+00(7.6e-05) +,1.0434e+00(1.0e-04) +
MMF11,1.0437e+00(9.9e-05),1.0409e+00(8.1e-04) +,1.0424e+00(2.6e-04) +,1.0429e+00(2.3e-04) +,*1.0443e+00(4.2e-05) -,1.0432e+00(1.2e-04) +,1.0435e+00(1.6e-04) +
MMF12,1.0435e+00(1.1e-04),1.0411e+00(7.8e-04) +,1.0423e+00(1.7e-04) +,1.0429e+00(2.2e-04) +,*1.0443e+00(3.2e-05) -,1.0434e+00(7.8e-05) +,1.0435e+00(8.9e-05) +
