,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
Guangzhou_p11,7.6430e+02(2.2e+01),7.9684e+02(3.2e+01) +,7.6791e+02(2.1e+01) =,7.7722e+02(1.4e+01) =,7.5655e+02(1.1e+01) =,*7.4006e+02(3.4e+01) =,7.8325e+02(1.5e+01) +,7.7436e+02(1.9e+01) =
Guangzhou_p22,7.1617e+02(9.4e+00),7.7674e+02(4.4e+01) +,7.1084e+02(1.3e+01) =,7.1969e+02(1.9e+01) =,7.3227e+02(1.3e+01) +,*7.0783e+02(1.7e+01) =,7.0920e+02(3.1e+00) -,7.1819e+02(2.2e+01) =
Guangzhou_p33,7.3552e+02(2.2e+01),7.7862e+02(3.9e+01) +,7.4256e+02(2.0e+01) =,7.4790e+02(1.2e+01) +,*7.2684e+02(9.3e+00) =,7.2996e+02(2.5e+01) =,7.4654e+02(1.6e+01) =,7.5039e+02(1.4e+01) +
