statistic,pvalue,n_problems,metric
17.714285714285708,0.006987321595941291,3,IGD
15.142857142857139,0.019174239114014707,3,IGDplus
18.0,0.006232195106377317,3,HV
5.857142857142847,0.4393819849697228,3,IGDX
5.857142857142847,0.4393819849697228,3,PSP
4.21621621621621,0.6474424629724662,3,mode_coverage
10.285714285714286,0.11312423466718959,3,n_modes
16.0,0.013753967744002971,3,spacing
