,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,NSGAII,OmniOptimizer
Macau_p11,3.5325e+02(3.0e+00),3.7138e+02(8.6e+00) +,3.5293e+02(2.4e+00) =,3.5143e+02(3.3e+00) =,*3.5058e+02(5.2e+00) =,3.5205e+02(7.0e+00) =,3.5148e+02(3.8e+00) =,3.5247e+02(2.9e+00) =
Macau_p22,3.6340e+02(3.4e+00),3.8224e+02(6.4e+00) +,3.6395e+02(3.2e+00) =,3.6397e+02(3.8e+00) =,3.6286e+02(3.0e+00) =,*3.6256e+02(9.5e-01) =,3.6278e+02(2.8e+00) =,3.6334e+02(3.0e+00) =
Macau_p33,3.4806e+02(6.5e+00),3.7064e+02(6.9e+00) +,3.4857e+02(5.5e+00) =,3.4760e+02(5.3e+00) =,3.4783e+02(4.4e+00) =,3.4845e+02(5.9e+00) =,*3.4546e+02(4.5e+00) =,3.4685e+02(5.1e+00) =
