,EARS_MMOEA,CPDEA,DN_NSGAII,HREA,MMEA_WI,MO_Ring_PSO_SCD,OmniOptimizer
MMF10,*2.0333e+00(1.8e-01),2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =
MMF11,4.4667e+00(8.1e-01),4.1333e+00(3.4e-01) =,4.7333e+00(1.5e+00) =,3.9667e+00(1.3e+00) =,4.0000e+00(0.0e+00) =,*5.4667e+00(2.1e+00) =,4.3333e+00(1.5e+00) =
MMF12,*2.0667e+00(2.5e-01),2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =,2.0000e+00(0.0e+00) =
